,statement,label,sent_transformer_label,spam_score,statistic_count,conservative_bigram_count,liberal_bigram_count,emotional_intensity
2395,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",half-true,mostly-true,0.48179942124254316,6.930939069215289,0.0,5.255156625616282,4.240501493404334
2396,It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,half-true,true,9.941155456798617,0.0,6.000057255900648,0.0,2.970268856972444
2397,"Austin has over 1,000 city employees that make six-figure salaries.",mostly-true,true,3.296538774485842,8.464065522812874,0.0,0.0,0.0
2398,Every signer of the Declaration of Independence had no federal elected office experience.,pants-fire,false,1.7799408463151383,0.0,0.0,0.0,4.518481321002727
2399,The state [food stamp call center] program is administered from foreign shores.,barely-true,half-true,2.528526386520711,0.0,6.000057255900648,0.0,0.0
2400,Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,half-true,false,2.3084836546844767,0.0,6.000057255900648,6.99374527117651,0.0
2401,Florida is now the No. 1 state in the country for automobile accident fraud.,mostly-true,true,1.8437346569213076,6.930939069215289,0.0,0.0,8.859718459493736
2402,When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,barely-true,mostly-true,1.2646512194995534,6.930939069215289,6.000057255900648,0.0,2.225535226950045
2403,All University of Texas student-athletes get an iPad.,barely-true,half-true,4.626907983516038,0.0,6.000057255900648,0.0,0.0
2404,There was no surge in 501(c)(4) applications in 2010.,true,barely-true,3.4049320085874033,6.930939069215289,0.0,5.255156625616282,4.518481321002727
2405,"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.",true,true,4.6991964953826235,8.464065522812874,7.713218879282378,0.0,0.0
2406,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,false,false,2.93844430222614,0.0,0.0,0.0,0.957991152805699
2407,"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",true,true,2.168750139493725,8.464065522812874,0.0,6.99374527117651,7.028473656333187
2408,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",false,false,0.2661152492708534,0.0,0.0,6.99374527117651,4.4474277742515405
2409,We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.,mostly-true,half-true,1.3240642661394815,0.0,6.000057255900648,0.0,5.487570049858356
2410,Says Milwaukee County buses are no less safe now than a year or two ago.,barely-true,true,1.3313261481983245,0.0,0.0,0.0,6.767287340538621
2411,Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,barely-true,mostly-true,3.76918744863946,0.0,6.000057255900648,6.99374527117651,5.487570049858356
2412,Says she voted for a statewide fracking ban.,half-true,mostly-true,0.48390763461642106,0.0,0.0,0.0,7.498666490489045
2413,"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",pants-fire,true,2.2150295261308783,6.930939069215289,7.713218879282378,7.859032826807713,9.074455582874306
2414,The federal limousine fleet has increased by 42 percent since Barack Obama took office.,barely-true,false,5.612718445250518,6.930939069215289,6.000057255900648,6.99374527117651,4.240501493404334
2415,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",false,half-true,3.1801649767462976,0.0,6.000057255900648,0.0,8.136005590877037
2416,Says he was endorsed by theValley News newspaper.,false,true,1.1541371118618877,0.0,0.0,0.0,3.9479395499185435
2417,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,true,mostly-true,1.83332380063966,0.0,6.000057255900648,5.255156625616282,0.0
2418,"We had a massive landslide victory, as you know, in the Electoral College.",false,false,0.21126354357482802,0.0,0.0,0.0,0.0
2419,More people have been put on food stamps by Barack Obama than any president in American history.,half-true,mostly-true,1.850261876316194,0.0,6.000057255900648,0.0,0.0
2420,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,false,pants-fire,6.7811910163133895,6.930939069215289,6.000057255900648,7.859032826807713,8.20940126166374
2421,Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,barely-true,half-true,5.737382613007181,0.0,6.000057255900648,0.0,9.721312285996731
2422,Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,mostly-true,false,9.794875136233776,9.061250063337228,0.0,0.0,0.0
2423,"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",half-true,mostly-true,1.0626307074884749,6.930939069215289,6.000057255900648,5.255156625616282,0.0
2424,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,half-true,mostly-true,7.868017161732508,0.0,0.0,5.255156625616282,4.518481321002727
2425,"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",true,half-true,9.13401281873702,6.930939069215289,6.000057255900648,0.0,8.278380374640085
2426,"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.",pants-fire,pants-fire,2.9071616810883656,0.0,0.0,5.255156625616282,8.681685206655624
2427,"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.",half-true,true,1.1596700244589089,6.930939069215289,0.0,5.255156625616282,0.0
2428,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""",false,true,0.722899456133705,0.0,7.713218879282378,5.255156625616282,0.0
2429,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",true,barely-true,1.3510666227704404,0.0,0.0,0.0,0.0
2430,"Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.",pants-fire,false,0.46636819966636267,0.0,7.713218879282378,0.0,6.087301255113976
2431,"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",true,barely-true,1.2331871934794547,0.0,0.0,0.0,0.0
2432,"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.",barely-true,false,3.213518786204082,0.0,7.713218879282378,0.0,5.487570049858356
2433,"Seniors will have to find $12,500 for health care because Republicans voted to end Medicare.",pants-fire,false,7.04630158220797,6.930939069215289,8.492357043142379,6.99374527117651,6.596386482811857
2434,"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",true,true,2.285636667305213,6.930939069215289,0.0,6.99374527117651,5.69855220167285
2435,Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,half-true,false,2.432939670537362,6.930939069215289,7.713218879282378,5.255156625616282,8.631943678444353
2436,"President Obama promised families making less than $250,000 a year would not see taxes go up, but Obamacare raises 18 different taxes.",barely-true,half-true,7.393387216994364,8.464065522812874,0.0,0.0,3.143466196421477
2437,"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",half-true,mostly-true,3.3509881300430204,0.0,6.000057255900648,5.255156625616282,6.596386482811857
2438,The polls show over half of Americans identify themselves as being pro-life.,barely-true,mostly-true,1.097717392087973,6.930939069215289,0.0,5.255156625616282,0.0
2439,"One in four Texans lacks health insurance, the highest proportion in the nation.",true,true,1.9420547483811001,8.464065522812874,0.0,0.0,0.0
2440,On repeal and replace of federal health care reform.,false,half-true,2.2381821955098946,0.0,8.492357043142379,5.255156625616282,6.596386482811857
2441,Under the Obama economy ... utility bills are higher.,half-true,mostly-true,0.5042609080007976,0.0,0.0,5.255156625616282,0.0
2442,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,false,false,0.4243241949698473,8.464065522812874,6.000057255900648,5.255156625616282,6.087301255113976
2443,House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.,false,false,1.8096387128279698,0.0,0.0,5.255156625616282,6.43647486742911
2444,This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,half-true,mostly-true,2.2525395340622287,0.0,0.0,5.255156625616282,0.0
2445,Says Barack Obama and his team are socialists in every respect of the word.,pants-fire,false,0.7475693006607016,0.0,6.000057255900648,0.0,6.43647486742911
2446,The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,barely-true,half-true,7.96987669811049,0.0,0.0,0.0,0.0
2447,"Under Scott Walkers policies, the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.",barely-true,mostly-true,4.135591558894937,6.930939069215289,0.0,0.0,4.240501493404334
2448,Says Ronald Reagan got the Saudis to flood the market with cheap oil.,barely-true,half-true,1.3001252831555115,0.0,0.0,0.0,0.0
2449,"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",barely-true,pants-fire,0.9870771395215887,0.0,0.0,5.255156625616282,0.0
2450,People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,half-true,mostly-true,1.2970528654970215,6.930939069215289,0.0,0.0,7.028473656333187
2451,U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,pants-fire,half-true,4.514555395458901,0.0,6.000057255900648,5.255156625616282,7.7102160603088326
2452,"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.",false,mostly-true,6.928068319286183,0.0,6.000057255900648,0.0,0.0
2453,There are a multitude of vaccines that do not prevent deadly and crippling diseases.,false,false,2.1431604377724605,0.0,6.000057255900648,5.255156625616282,0.3651592196024742
2454,We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,pants-fire,pants-fire,0.2701428179156471,0.0,0.0,0.0,4.518481321002727
2455,Says there have been well over 54 million abortions since 1973.,mostly-true,true,0.8851627642710689,6.930939069215289,6.000057255900648,0.0,4.240501493404334
2456,China holds 26 percent of the U.S. debt.,false,false,0.6723525917513546,6.930939069215289,0.0,0.0,5.265310093205086
2457,Says Portland has higher standards than feds on allowed police use of force.,true,mostly-true,3.415448289091056,0.0,6.000057255900648,0.0,0.0
2458,Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,pants-fire,half-true,6.332311405403098,0.0,6.000057255900648,5.255156625616282,7.8940297869354055
2459,Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,mostly-true,true,9.575618520336109,6.930939069215289,8.492357043142379,0.0,8.681685206655624
2460,A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.,false,false,9.7793234305116,6.930939069215289,6.000057255900648,5.255156625616282,4.7805105541104655
2461,Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.,mostly-true,true,3.833137892974277,0.0,0.0,0.0,7.028473656333187
2462,Vern Buchanan has been completely exonerated in a Federal Election Commission action.,barely-true,false,4.128909943459813,0.0,6.000057255900648,5.255156625616282,6.424247091654725
2463,Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,pants-fire,mostly-true,9.30595048414092,6.930939069215289,0.0,0.0,0.0
2464,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,true,mostly-true,6.2799515091996625,0.0,0.0,6.99374527117651,6.087301255113976
2465,Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,mostly-true,false,1.6619391386158928,0.0,6.000057255900648,0.0,0.0
2466,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,false,false,7.141346922914305,6.930939069215289,8.492357043142379,0.0,0.4902421140477533
2467,Says this House processed and approved as many bills as previous Legislatures.,barely-true,false,1.1723096681241572,0.0,0.0,5.255156625616282,5.898917263903206
2468,"Biden was responsible for ""ending genocide in Bosnia.""",barely-true,mostly-true,1.0328089629835997,0.0,0.0,0.0,4.7805105541104655
2469,The last three days of early voting happen to be the most populated days of voting that we have in early voting.,mostly-true,true,1.4018902947773912,0.0,6.000057255900648,5.255156625616282,0.0
2470,"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",half-true,true,9.998809686085849,9.061250063337228,6.000057255900648,5.255156625616282,0.0
2471,Says Newt Gingrich supports amnesty for illegal immigrants.,half-true,mostly-true,2.854375055855255,0.0,0.0,5.255156625616282,4.240501493404334
2472,"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",mostly-true,true,7.269291340020233,8.464065522812874,7.713218879282378,0.0,9.042487519606938
2473,Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,mostly-true,true,5.700995023882838,0.0,0.0,0.0,5.38692312820549
2474,Says Marco Rubio voted to deport young people known as Dreamers.,barely-true,half-true,0.9483917442152392,0.0,0.0,0.0,0.0
2475,There's no rationing in any of these bills.,false,false,0.25858105718718427,0.0,0.0,0.0,4.518481321002727
2476,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,false,false,9.211285609582333,0.0,6.000057255900648,5.255156625616282,8.859718459493736
2477,Obamacare puts the federal government between you and your doctor.,false,false,0.6402803943302078,0.0,0.0,0.0,0.0
2478,The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,barely-true,mostly-true,9.64725303714442,0.0,0.0,0.0,0.0
2479,Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,mostly-true,true,2.8265597257283774,6.930939069215289,7.713218879282378,6.99374527117651,0.0
2480,Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.,pants-fire,pants-fire,6.984088113861295,0.0,0.0,0.0,1.4014071852498993
2481,Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,half-true,mostly-true,7.922404582047454,9.061250063337228,6.000057255900648,0.0,9.5915220172519
2482,Says tax revenues are the lowest they have been since World War II.,half-true,mostly-true,1.4449488499037586,0.0,0.0,0.0,8.681685206655624
2483,Says Barack Obamas health care law will be the biggest job-killer ever.,false,half-true,1.3669272338302152,0.0,0.0,6.99374527117651,6.596386482811857
2484,"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",true,mostly-true,4.156065044789737,6.930939069215289,0.0,0.0,0.0
2485,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,false,false,3.683420276489822,0.0,7.713218879282378,0.0,5.487570049858356
2486,"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",half-true,mostly-true,6.501263196977527,0.0,8.492357043142379,7.859032826807713,8.974167700482875
2487,Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,false,half-true,2.750713427155515,6.930939069215289,6.000057255900648,8.376456076963755,6.7483944063364
2488,FCAT tests account for less than 1 percent of the instructional time provided during the year.,false,false,5.662036184817581,6.930939069215289,0.0,5.255156625616282,0.0
2489,"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",barely-true,true,5.67634642695781,9.061250063337228,8.492357043142379,5.255156625616282,3.9479395499185435
2490,The health care bill has six years of costs against 10 years of tax revenue.,half-true,false,4.670378078993861,0.0,0.0,8.376456076963755,6.596386482811857
2491,"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",pants-fire,false,3.0951326773589196,0.0,0.0,0.0,8.525033169406374
2492,Obama put a 10 percent tax on tanning.,true,barely-true,0.7364904099250511,6.930939069215289,6.000057255900648,5.255156625616282,0.0
2493,Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,half-true,mostly-true,1.1264830175516516,0.0,0.0,5.255156625616282,0.0
2494,"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.",half-true,mostly-true,0.44924681335984173,0.0,0.0,5.255156625616282,0.0
2495,Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,mostly-true,false,1.4857473856244474,6.930939069215289,0.0,5.255156625616282,0.0
2496,Says Adam Hasners record includes requesting over $92.2 million in earmarks.,mostly-true,mostly-true,6.051152522973082,6.930939069215289,6.000057255900648,0.0,0.0
2497,No one beta-tested healthcare.gov.,mostly-true,true,0.8923443595000484,0.0,6.000057255900648,0.0,4.518481321002727
2498,"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",mostly-true,true,8.53649340410249,6.930939069215289,7.713218879282378,0.0,5.265310093205086
2499,"Says for the first time in the history of the United States, the government cut taxes during wartime",mostly-true,true,3.2316961821388324,0.0,0.0,7.859032826807713,2.970268856972444
2500,Says he sued Obamas EPA seven times.,true,mostly-true,0.8804595310190941,6.930939069215289,0.0,0.0,0.0
2501,A working woman will earn $7.70 on $10.,mostly-true,true,2.4509468712284734,8.464065522812874,0.0,0.0,0.0
2502,"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",barely-true,half-true,0.6858725859024886,0.0,6.000057255900648,0.0,0.4902421140477533
2503,"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.",mostly-true,true,1.256120564780025,6.930939069215289,0.0,0.0,1.4014071852498993
2504,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",mostly-true,true,9.998782192893895,8.464065522812874,6.000057255900648,0.0,6.43647486742911
2505,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.",true,mostly-true,3.01135917234719,8.464065522812874,0.0,5.255156625616282,0.0
2506,If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,mostly-true,true,2.887283103313315,0.0,0.0,5.255156625616282,5.487570049858356
2507,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",false,false,1.4289174075160425,6.930939069215289,0.0,0.0,0.0
2508,When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,mostly-true,true,0.6431407038103676,0.0,0.0,0.0,0.0
2509,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",half-true,half-true,1.8981123555731396,0.0,0.0,0.0,2.225535226950045
2510,"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",false,mostly-true,1.5705413244662207,6.930939069215289,8.492357043142379,8.376456076963755,7.6112373681128584
2511,Californias credit rating is the worst in the country.,true,mostly-true,1.3379507812537277,0.0,0.0,0.0,5.265310093205086
2512,The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,barely-true,half-true,2.7566425003151367,8.464065522812874,0.0,0.0,0.0
2513,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.",false,false,2.460176338401615,0.0,0.0,0.0,0.0
2514,"Just in the past 10 years, college tuition has increased 28 percent.",mostly-true,true,2.2272253600468064,6.930939069215289,0.0,7.859032826807713,4.240501493404334
2515,"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",barely-true,false,0.9955970812785093,6.930939069215289,6.000057255900648,5.255156625616282,7.8039073117022735
2516,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.",false,false,5.054989619660557,6.930939069215289,0.0,7.859032826807713,8.899849280113287
2517,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.",half-true,true,6.47917823859622,6.930939069215289,6.000057255900648,5.255156625616282,7.612832301493709
2518,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.",pants-fire,pants-fire,0.7563180335188053,0.0,6.000057255900648,5.255156625616282,7.280465689325043
2519,Obama regime planned the influx of illegal alien children at the border.,pants-fire,false,1.7352907415841783,0.0,6.000057255900648,6.99374527117651,7.158140937471536
2520,"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",half-true,mostly-true,3.445627204350887,6.930939069215289,0.0,0.0,6.891999748343336
2521,"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.",mostly-true,true,0.7722770617548504,8.464065522812874,0.0,6.99374527117651,4.240501493404334
2522,"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.",barely-true,false,0.4479845905416422,0.0,0.0,0.0,5.69855220167285
2523,Says Donald Trump has been talking about the option of using a nuclear weapon against our Western European allies.,barely-true,true,2.5255864717961005,0.0,8.492357043142379,0.0,4.518481321002727
2524,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,mostly-true,mostly-true,4.733357414226012,0.0,0.0,5.255156625616282,7.396589796221328
2525,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,false,mostly-true,1.4033510088133667,0.0,6.000057255900648,5.255156625616282,0.0
2526,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",true,mostly-true,0.4813306913350819,0.0,7.713218879282378,0.0,9.094193456383556
2527,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.",false,false,3.316932292510799,0.0,0.0,0.0,0.0
2528,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,true,barely-true,6.0405307419523195,8.464065522812874,0.0,7.859032826807713,0.0
2529,"Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.",pants-fire,half-true,1.4032911941792168,0.0,0.0,0.0,5.69855220167285
2530,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",true,true,3.7182217700697002,9.061250063337228,6.000057255900648,0.0,5.265310093205086
2531,I have the No. 1 show on NBC.,half-true,false,0.18547555078809896,6.930939069215289,0.0,0.0,0.0
2532,Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,barely-true,half-true,2.813731386302531,0.0,6.000057255900648,0.0,1.823954142961575
2533,"According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.",pants-fire,pants-fire,9.507573245073786,0.0,6.000057255900648,7.859032826807713,8.278380374640085
2534,That luxury jet was over the top. I put it on eBay.,true,false,0.14977544256313546,0.0,0.0,0.0,3.3133800563103954
2535,Thirty-five states have accepted high-speed intercity rail money.,half-true,true,5.174703478118202,6.930939069215289,0.0,0.0,4.240501493404334
2536,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,half-true,true,2.1382261818669663,8.464065522812874,0.0,0.0,0.4902421140477533
2537,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,half-true,mostly-true,2.4310495204202645,0.0,0.0,5.255156625616282,7.158140937471536
2538,Says Obama has doubled the stock market from where we started when he was sworn into office,barely-true,mostly-true,0.6360247188745971,0.0,0.0,5.255156625616282,0.0
2539,On supporting the budget proposed by Rep. Paul Ryan,false,false,1.4260894029013647,0.0,0.0,0.0,6.087301255113976
2540,"When I became governor, I inherited a large deficit. You know what? We just turned that into the largest surplus in Virginia history.",barely-true,half-true,0.21321613090651148,0.0,6.000057255900648,0.0,5.69855220167285
2541,My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,half-true,true,2.4379768529111083,0.0,6.000057255900648,5.255156625616282,5.69855220167285
2542,Obamacarerepresents the largest tax increase in the history of the world.,pants-fire,false,1.7774168048155727,0.0,7.713218879282378,7.859032826807713,4.7805105541104655
2543,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",true,true,2.934577425717385,0.0,0.0,5.255156625616282,1.3844560310585337
2544,"Even a 100 percent tax on millionaires would only fund four months of government operations, failing to seriously address budget deficits and debt.",half-true,half-true,9.396991628400327,6.930939069215289,7.713218879282378,6.99374527117651,8.681685206655624
2545,Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.,mostly-true,true,2.36948221711624,6.930939069215289,8.492357043142379,0.0,5.265310093205086
2546,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.,false,false,4.544052291078846,0.0,0.0,5.255156625616282,9.393212293540998
2547,Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,mostly-true,half-true,1.7336537962339589,0.0,0.0,0.0,0.0
2548,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,true,false,0.50053660737241,0.0,0.0,5.255156625616282,5.265310093205086
2549,I will keep taxes low and cut them where I can. My opponent will raise them.,half-true,false,0.1688876859179098,0.0,0.0,0.0,6.596386482811857
2550,"The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills.",mostly-true,false,9.944967878513095,9.061250063337228,8.928604382770516,5.255156625616282,4.518481321002727
2551,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,false,false,0.7624031259582695,0.0,6.000057255900648,0.0,5.898917263903206
2552,Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,half-true,mostly-true,1.0576924917013728,0.0,0.0,5.255156625616282,0.0
2553,Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,half-true,mostly-true,8.64345088101346,6.930939069215289,6.000057255900648,5.255156625616282,4.7805105541104655
2554,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.,false,false,2.9925224745020276,0.0,0.0,0.0,2.225535226950045
2555,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.",true,mostly-true,0.9844565138510863,6.930939069215289,6.000057255900648,7.859032826807713,8.729695390488446
2556,A congressional laundry closed due to the partial government shutdown.,true,half-true,1.4832736878055435,0.0,8.492357043142379,0.0,0.0
2557,"Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.",half-true,mostly-true,5.8602599405980165,6.930939069215289,6.000057255900648,5.255156625616282,4.240501493404334
2558,"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.",half-true,true,1.431464413720771,6.930939069215289,6.000057255900648,5.255156625616282,6.7483944063364
2559,"In one Colorado hospital, 50 percent of newborns tested had marijuana in their system.",half-true,mostly-true,2.3898999794488773,8.464065522812874,6.000057255900648,0.0,0.0
2560,"Republicans included the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.",half-true,mostly-true,6.655006958677751,0.0,0.0,0.0,7.8940297869354055
2561,"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas.",false,false,2.1526891552255223,0.0,0.0,0.0,5.265310093205086
2562,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,true,mostly-true,7.81361027287279,0.0,0.0,6.99374527117651,6.43647486742911
2563,"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.",true,mostly-true,4.202758007910456,6.930939069215289,0.0,5.255156625616282,0.4902421140477533
2564,"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.",mostly-true,mostly-true,2.615206123010357,0.0,6.000057255900648,0.0,0.0
2565,Barack Obama loves Che Guevara.,pants-fire,pants-fire,0.6970705153461645,0.0,0.0,0.0,7.280465689325043
2566,Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.,barely-true,half-true,9.876682622435279,6.930939069215289,7.713218879282378,5.255156625616282,1.823954142961575
